X,Y,Z
-1.27,-0.45,9.9
-1.29,-0.41,9.95
-1.26,-0.42,9.95
-1.22,-0.4,9.92
-1.27,-0.44,9.94
-1.25,-0.45,9.91
-1.21,-0.43,9.89
-1.31,-0.49,9.96
-1.21,-0.43,9.94
-1.2,-0.4,9.87
-1.18,-0.37,9.85
-1.2,-0.46,9.94
-1.22,-0.4,9.73
-1.27,-0.47,9.9
-1.29,-0.45,10.08
-1.26,-0.43,9.95
-1.28,-0.48,9.88
-1.13,-0.43,9.88
-1.14,-0.44,9.97
-1.19,-0.45,9.9
-1.25,-0.45,9.86
-1.25,-0.45,9.95
-1.27,-0.42,9.94
-1.25,-0.48,9.97
-1.23,-0.43,9.9
-1.22,-0.43,9.83
-1.29,-0.43,9.9
-1.3,-0.42,9.86
-1.34,-0.45,9.92
-1.3,-0.45,9.93
-1.27,-0.49,9.88
-1.22,-0.45,9.87
-1.18,-0.44,9.94
-1.23,-0.39,9.97
-1.19,-0.46,9.88
-1.17,-0.4,9.77
-1.18,-0.4,9.87
-1.25,-0.44,9.86
-1.31,-0.43,9.88
-1.31,-0.46,9.94
-1.27,-0.42,9.89
-1.25,-0.45,9.85
-1.21,-0.37,9.88
-1.16,-0.38,9.9
-1.21,-0.46,9.91
-1.32,-0.54,9.98
-1.3,-0.48,9.92
-1.28,-0.49,9.87
-1.19,-0.36,9.96
-1.21,-0.37,9.9
-1.23,-0.43,9.92
-1.25,-0.43,9.86
-1.25,-0.43,9.97
-1.24,-0.45,9.92
-1.25,-0.41,9.86
-1.23,-0.41,9.85
-1.22,-0.43,9.88
-1.23,-0.44,9.88
-1.19,-0.46,9.9
-1.19,-0.47,9.97
-1.21,-0.45,9.94
-1.2,-0.39,9.87
-1.25,-0.4,9.84
-1.27,-0.42,9.9
-1.33,-0.52,9.8
-1.4,-0.45,9.64
-1.36,-0.5,9.95
-1.25,-0.4,9.9
-1.28,-0.47,9.69
-1.28,-0.45,9.85
-1.23,-0.43,10.03
-1.24,-0.46,9.9
-1.2,-0.45,9.87
-1.18,-0.44,9.91
-1.13,-0.47,9.91
-1.13,-0.41,9.98
-1.09,-0.46,9.94
-1.2,-0.51,9.9
-1.2,-0.47,9.88
-1.26,-0.39,9.89
-1.3,-0.37,9.94
-1.29,-0.44,9.92
-1.25,-0.36,9.93
-1.25,-0.4,9.93
-1.25,-0.42,9.84
-1.25,-0.47,9.94
-1.23,-0.45,9.87
-1.25,-0.44,9.93
-1.18,-0.47,9.97
-1.16,-0.45,9.87
-1.12,-0.4,9.74
-1.12,-0.45,9.98
-1.16,-0.4,9.84
-1.26,-0.46,9.73
-1.31,-0.44,9.91
-1.33,-0.39,9.94
-1.27,-0.45,9.9
-1.14,-0.46,9.9
-1.09,-0.44,9.94
-1.04,-0.44,9.96
-1.16,-0.48,9.92
-1.26,-0.45,9.92
-1.39,-0.45,9.95
-1.28,-0.5,9.86
-1.28,-0.47,9.83
-1.23,-0.48,9.87
-1.19,-0.49,9.9
-1.21,-0.39,9.89
-1.16,-0.42,9.89
-1.25,-0.41,9.96
-1.25,-0.47,9.9
-1.25,-0.43,9.88
-1.23,-0.46,9.9
-1.25,-0.42,9.94
-1.22,-0.45,9.9
-1.24,-0.4,9.9
-1.22,-0.41,9.9
-1.2,-0.4,9.91
-1.2,-0.44,9.9
-1.22,-0.47,9.87
-1.25,-0.4,9.95
-1.22,-0.41,9.96
-1.23,-0.46,9.9
-1.25,-0.47,9.93
-1.21,-0.48,9.93
-1.25,-0.47,9.9
-1.25,-0.45,9.88
-1.22,-0.43,9.85
-1.27,-0.48,9.9
-1.25,-0.51,9.98
-1.25,-0.44,9.91
-1.17,-0.46,9.96
-1.11,-0.45,9.9
-1.13,-0.42,9.86
-1.21,-0.42,9.89
-1.24,-0.46,9.89
-1.25,-0.46,9.87
-1.24,-0.42,9.87
-1.32,-0.45,9.83
-1.23,-0.41,9.9
-1.21,-0.46,9.9
-1.22,-0.42,9.86
-1.21,-0.42,9.89
-1.22,-0.45,9.95
-1.22,-0.47,10.02
-1.24,-0.4,9.76
-1.19,-0.39,9.68
-1.24,-0.43,10.08
-1.19,-0.33,9.98
-1.15,-0.5,9.79
-1.26,-0.52,9.83
-1.3,-0.46,9.93
-1.25,-0.53,9.92
-1.14,-0.39,9.88
-1.11,-0.37,9.93
-1.08,-0.41,9.94
-1.11,-0.42,9.89
-1.18,-0.49,9.88
-1.26,-0.48,9.93
-1.27,-0.45,9.96
-1.25,-0.39,9.9
-1.23,-0.45,9.9
-1.21,-0.44,9.91
-1.23,-0.45,9.93
-1.25,-0.48,9.9
-1.16,-0.41,9.89
-1.18,-0.37,9.88
-1.16,-0.45,9.88
-1.31,-0.45,9.9
-1.29,-0.5,9.94
-1.25,-0.45,9.92
-1.15,-0.44,9.86
-1.03,-0.43,9.87
-1.07,-0.41,9.91
-1.17,-0.37,9.68
-1.29,-0.44,9.91
-1.37,-0.48,10.0
-1.33,-0.53,9.93
-1.26,-0.51,9.91
-1.22,-0.47,9.95
-1.12,-0.44,10.03
-1.11,-0.41,9.93
-1.19,-0.42,9.86
-1.22,-0.52,9.97
-1.24,-0.45,9.98
-1.27,-0.46,9.88
-1.24,-0.43,9.83
-1.25,-0.45,9.81
-1.29,-0.42,9.96
-1.32,-0.45,9.92
-1.36,-0.47,9.91
-1.32,-0.44,9.93
-1.23,-0.42,9.89
-1.11,-0.43,9.89
-1.14,-0.43,9.89
-1.19,-0.42,9.88
-1.22,-0.51,9.89
-1.28,-0.48,9.93
-1.31,-0.49,9.9
-1.34,-0.47,9.98
-1.24,-0.42,9.89
-1.19,-0.44,9.93
-1.16,-0.46,9.86
-1.22,-0.44,9.9
-1.17,-0.43,9.96
-1.26,-0.49,9.9
-1.25,-0.48,9.89
-1.23,-0.43,9.83
-1.14,-0.42,9.87
-1.25,-0.45,9.9
-1.25,-0.49,9.92
-1.25,-0.5,9.89
-1.25,-0.46,9.9
-1.23,-0.43,9.92
-1.19,-0.42,9.93
-1.17,-0.42,9.93
-1.18,-0.41,9.94
-1.25,-0.47,9.98
-1.25,-0.47,9.9
-1.3,-0.45,9.82
-1.24,-0.46,9.86
-1.22,-0.47,9.91
-1.17,-0.4,9.91
-1.12,-0.43,9.93
-1.18,-0.41,9.97
-1.25,-0.42,9.89
-1.26,-0.45,9.84
-1.28,-0.42,9.87
-1.25,-0.46,9.93
-1.16,-0.44,9.91
-1.2,-0.35,9.73
-1.27,-0.44,10.07
-1.21,-0.36,10.06
-1.24,-0.4,9.75
-1.3,-0.58,9.75
-1.26,-0.46,10.02
-1.26,-0.44,9.96
-1.18,-0.44,9.85
-1.18,-0.36,9.83
-1.14,-0.44,9.99
-1.14,-0.47,9.96
-1.18,-0.49,9.96
-1.17,-0.47,9.94
-1.23,-0.44,9.97
-1.18,-0.44,9.89
-1.31,-0.41,9.91
-1.25,-0.46,9.91
-1.25,-0.43,9.84
-1.19,-0.51,9.83
-1.18,-0.42,9.88
-1.2,-0.39,9.92
-1.24,-0.37,9.95
-1.26,-0.36,9.94
-1.26,-0.43,9.9
-1.23,-0.44,9.88
-1.12,-0.48,9.82
-1.1,-0.38,9.79
-1.14,-0.39,9.97
-1.24,-0.36,9.7
-1.37,-0.44,9.79
-1.36,-0.44,10.09
-1.31,-0.4,9.99
-1.21,-0.45,9.82
-1.12,-0.48,9.85
-1.11,-0.4,9.88
-1.08,-0.38,9.94
-1.12,-0.45,9.93
-1.17,-0.41,9.91
-1.25,-0.53,9.97
-1.29,-0.5,9.93
-1.29,-0.48,9.84
-1.2,-0.41,9.89
-1.21,-0.38,9.9
-1.19,-0.38,9.91
-1.24,-0.42,9.87
-1.33,-0.43,9.9
-1.34,-0.44,9.9
-1.26,-0.39,9.9
-1.26,-0.39,9.93
-1.18,-0.42,9.9
-1.2,-0.38,9.91
-1.14,-0.4,9.96
-1.09,-0.39,9.92
-1.18,-0.41,9.92
-1.25,-0.44,9.91
-1.22,-0.45,9.91
-1.25,-0.44,9.87
-1.25,-0.46,9.89
-1.29,-0.44,9.95
-1.24,-0.47,9.94
-1.24,-0.46,9.92
-1.12,-0.35,9.87
-1.18,-0.38,9.88
-1.25,-0.42,9.92
-1.19,-0.43,9.91
-1.24,-0.43,9.87
-1.25,-0.44,9.93
-1.22,-0.46,9.88
-1.2,-0.38,9.96
-1.22,-0.41,9.94
-1.23,-0.43,9.91
-1.22,-0.39,9.88
-1.25,-0.37,9.98
-1.22,-0.46,9.92
-1.23,-0.47,9.93
-1.21,-0.41,9.89
-1.17,-0.35,9.91
-1.21,-0.39,9.84
-1.26,-0.37,9.9
-1.25,-0.4,9.9
-1.24,-0.42,9.93
-1.22,-0.38,9.92
-1.22,-0.36,9.93
-1.27,-0.4,9.97
-1.27,-0.41,9.93
-1.25,-0.38,9.68
-1.18,-0.48,10.14
-1.13,-0.31,10.02
-1.19,-0.36,9.72
-1.25,-0.45,9.79
-1.27,-0.4,9.95
-1.28,-0.46,9.96
-1.22,-0.38,9.89
-1.16,-0.35,9.96
-1.18,-0.39,9.89
-1.13,-0.4,9.86
-1.16,-0.43,9.9
-1.21,-0.44,9.88
-1.23,-0.42,9.97
-1.28,-0.43,9.9
-1.24,-0.38,9.92
-1.23,-0.42,9.85
-1.25,-0.38,9.9
-1.25,-0.38,9.9
-1.27,-0.38,9.92
-1.28,-0.4,9.92
-1.3,-0.4,9.89
-1.27,-0.39,9.91
-1.19,-0.39,9.96
-1.15,-0.39,9.93
-1.17,-0.42,9.87
-1.16,-0.35,9.86
-1.14,-0.42,10.06
-1.13,-0.37,9.7
-1.28,-0.42,9.91
-1.3,-0.4,10.08
-1.26,-0.41,9.93
-1.14,-0.39,9.9
-1.14,-0.41,9.89
-1.13,-0.48,9.95
-1.11,-0.47,9.92
-1.23,-0.42,9.86
-1.31,-0.4,9.91
-1.32,-0.39,9.93
-1.27,-0.41,9.94
-1.24,-0.4,9.91
-1.25,-0.46,9.9
-1.24,-0.39,9.9
-1.17,-0.42,9.91
-1.25,-0.45,9.9
-1.24,-0.43,9.88
-1.29,-0.4,9.94
-1.27,-0.39,9.85
-1.27,-0.35,9.88
-1.24,-0.36,9.91
-1.2,-0.42,9.96
-1.18,-0.46,9.91
-1.17,-0.44,9.89
-1.14,-0.34,9.95
-1.16,-0.34,9.96
-1.25,-0.44,9.86
-1.27,-0.46,9.79
-1.33,-0.45,9.87
-1.3,-0.4,9.88
-1.19,-0.43,9.92
-1.18,-0.4,9.95
-1.15,-0.35,9.9
-1.25,-0.43,9.93
-1.27,-0.41,9.89
-1.28,-0.49,9.83
-1.28,-0.45,9.87
-1.32,-0.45,9.86
-1.31,-0.42,9.87
-1.24,-0.46,9.95
-1.16,-0.43,9.95
-1.19,-0.44,9.95
-1.16,-0.42,9.9
-1.14,-0.37,9.75
-1.13,-0.41,9.88
-1.14,-0.39,9.88
-1.17,-0.43,9.83
-1.23,-0.41,9.94
-1.3,-0.39,9.96
-1.34,-0.42,10.01
-1.24,-0.46,9.86
-1.31,-0.43,9.75
-1.16,-0.48,10.08
-1.17,-0.34,9.9
-1.23,-0.4,9.77
-1.32,-0.48,9.9
-1.29,-0.45,9.98
-1.23,-0.45,9.9
-1.1,-0.44,9.86
-1.14,-0.4,10.01
-1.14,-0.42,9.94
-1.12,-0.44,9.91
-1.13,-0.46,9.95
-1.17,-0.46,9.96
-1.19,-0.45,9.87
-1.17,-0.43,9.87
-1.19,-0.43,9.91
-1.25,-0.44,9.89
-1.23,-0.45,9.98
-1.23,-0.42,9.97
-1.25,-0.43,9.98
-1.23,-0.41,9.92
-1.22,-0.4,9.9
-1.22,-0.4,9.93
-1.23,-0.42,9.87
-1.18,-0.46,9.84
-1.11,-0.41,9.83
-1.1,-0.37,9.95
-1.2,-0.38,9.91
-1.14,-0.38,9.67
-1.23,-0.41,10.02
-1.25,-0.37,10.13
-1.2,-0.44,9.84
-1.14,-0.44,9.87
-1.12,-0.47,9.95
-1.06,-0.38,9.85
-1.13,-0.39,9.89
-1.25,-0.43,9.93
-1.29,-0.45,9.94
-1.3,-0.51,10.01
-1.28,-0.48,9.91
-1.24,-0.42,9.84
-1.2,-0.38,9.91
-1.17,-0.4,9.88
-1.2,-0.45,9.88
-1.23,-0.42,9.87
-1.28,-0.47,9.94
-1.22,-0.46,9.95
-1.17,-0.38,9.9
-1.08,-0.41,9.93
-1.17,-0.39,9.89
-1.14,-0.43,9.79
-1.23,-0.47,9.86
-1.26,-0.46,9.93
-1.24,-0.43,9.94
-1.12,-0.36,9.93
-1.15,-0.36,9.96
-1.2,-0.4,9.94
-1.25,-0.46,9.91
-1.27,-0.5,9.86
-1.3,-0.5,9.9
-1.23,-0.42,9.93
-1.2,-0.44,9.92
-1.15,-0.42,9.83
-1.14,-0.4,9.93
-1.17,-0.46,9.89
-1.2,-0.48,9.94
-1.19,-0.41,9.94
-1.18,-0.45,9.97
-1.11,-0.43,9.93
-1.16,-0.42,9.93
-1.12,-0.41,9.91
-1.19,-0.37,9.87
-1.2,-0.39,9.92
-1.18,-0.42,9.92
-1.22,-0.45,9.9
-1.22,-0.49,9.9
-1.23,-0.48,9.89
-1.18,-0.42,9.83
-1.19,-0.39,9.85
-1.19,-0.41,9.99
-1.24,-0.44,9.95
-1.23,-0.42,9.69
-1.21,-0.47,9.9
-1.11,-0.44,10.11
-1.1,-0.35,9.77
-1.18,-0.43,9.79
-1.22,-0.41,9.93
-1.26,-0.42,9.92
-1.25,-0.44,9.95
-1.18,-0.4,9.81
-1.12,-0.49,9.95
-1.11,-0.45,9.91
-1.08,-0.34,9.91
-1.1,-0.35,9.94
-1.15,-0.39,9.9
-1.17,-0.51,9.84
-1.2,-0.46,9.91
-1.21,-0.43,9.91
-1.25,-0.37,9.9
-1.21,-0.37,9.93
-1.17,-0.33,9.92
-1.19,-0.4,9.93
-1.25,-0.47,9.9
-1.21,-0.48,9.96
-1.17,-0.47,9.93
-1.13,-0.41,9.9
-1.12,-0.34,9.89
-1.11,-0.37,9.78
-1.11,-0.49,10.0
-1.21,-0.47,9.83
-1.29,-0.45,9.97
-1.21,-0.37,10.06
-1.14,-0.37,9.85
-1.06,-0.44,9.9
-1.05,-0.42,9.92
-1.05,-0.48,9.92
-1.19,-0.47,9.95
-1.24,-0.44,9.86
-1.25,-0.4,9.89
-1.26,-0.4,9.94
-1.26,-0.44,9.92
-1.2,-0.42,9.8
-1.21,-0.47,9.91
-1.21,-0.42,9.92
-1.24,-0.39,9.9
-1.22,-0.39,9.92
-1.2,-0.46,9.9
-1.18,-0.4,9.93
-1.15,-0.4,9.92
-1.14,-0.41,9.89
-1.13,-0.43,9.96
-1.18,-0.41,9.91
-1.12,-0.38,9.9
-1.12,-0.43,9.9
-1.16,-0.45,9.95
-1.17,-0.39,9.88
-1.22,-0.43,9.89
-1.17,-0.44,9.88
-1.17,-0.43,9.95
-1.21,-0.44,9.95
-1.18,-0.42,9.89
-1.25,-0.44,9.88
-1.21,-0.43,9.91
-1.23,-0.43,9.95
-1.17,-0.44,9.96
-1.08,-0.42,9.91
-1.09,-0.45,9.87
-1.11,-0.4,9.97
-1.11,-0.42,9.93
-1.22,-0.48,9.91
-1.22,-0.44,9.92
-1.15,-0.43,9.89
-1.18,-0.41,9.79
-1.2,-0.45,9.92
-1.25,-0.41,9.96
-1.22,-0.41,9.92
-1.18,-0.45,9.91
-1.16,-0.47,9.95
-1.13,-0.38,9.81
-1.15,-0.36,9.84
-1.16,-0.38,9.9
-1.21,-0.45,10.03
-1.25,-0.51,10.01
-1.18,-0.43,9.65
-1.19,-0.48,9.86
-1.13,-0.38,10.18
-1.07,-0.32,9.88
-1.15,-0.42,9.78
-1.24,-0.46,9.9
-1.25,-0.51,9.99
-1.2,-0.53,9.91
-1.18,-0.41,9.92
-1.15,-0.42,9.94
-1.14,-0.33,9.93
-1.09,-0.44,9.92
-1.12,-0.43,9.9
-1.1,-0.46,9.91
-1.11,-0.47,9.96
-1.11,-0.45,9.91
-1.17,-0.42,9.86
-1.28,-0.43,9.83
-1.27,-0.42,9.98
-1.32,-0.44,9.92
-1.25,-0.43,9.93
-1.19,-0.42,9.87
-1.12,-0.39,9.9
-1.18,-0.41,9.95
-1.15,-0.46,9.96
-1.11,-0.45,9.91
-1.07,-0.4,9.81
-1.11,-0.4,9.99
-1.08,-0.41,9.84
-1.23,-0.42,9.84
-1.23,-0.44,10.02
-1.22,-0.35,9.94
-1.18,-0.47,9.9
-1.11,-0.43,9.95
-1.07,-0.36,9.91
-1.09,-0.46,9.97
-1.11,-0.46,9.93
-1.15,-0.49,9.88
-1.2,-0.49,10.02
-1.28,-0.4,9.92
-1.23,-0.45,9.9
-1.23,-0.43,9.88
-1.15,-0.43,9.91
-1.14,-0.4,9.97
-1.16,-0.41,9.88
-1.15,-0.43,9.85
-1.15,-0.44,9.93
-1.13,-0.42,9.84
-1.18,-0.42,9.9
-1.15,-0.44,9.97
-1.19,-0.43,9.92
-1.13,-0.39,9.92
-1.11,-0.41,9.9
-1.15,-0.42,9.89
-1.13,-0.46,9.89
-1.17,-0.47,9.92
-1.16,-0.44,10.0
-1.13,-0.44,9.94
-1.19,-0.38,9.88
-1.15,-0.42,9.96
-1.11,-0.44,9.86
-1.15,-0.42,9.86
-1.22,-0.44,9.95
-1.24,-0.51,9.94
-1.25,-0.49,9.93
-1.21,-0.45,9.9
-1.16,-0.42,9.94
-1.11,-0.44,9.9
-1.07,-0.44,9.92
-1.11,-0.45,9.92
-1.23,-0.44,9.88
-1.23,-0.45,9.99
-1.24,-0.43,9.87
-1.22,-0.38,9.87
-1.21,-0.43,9.96
-1.14,-0.4,9.9
-1.18,-0.42,9.97
-1.12,-0.42,9.88
-1.14,-0.42,9.85
-1.18,-0.36,9.89
-1.1,-0.41,10.01
-1.2,-0.46,9.79
-1.25,-0.41,9.8
-1.22,-0.49,10.08
-1.16,-0.34,9.91
-1.11,-0.39,9.79
-1.15,-0.41,9.82
-1.26,-0.4,9.89
-1.25,-0.44,9.99
-1.31,-0.47,9.92
-1.17,-0.42,9.94
-1.15,-0.42,9.95
-1.11,-0.43,9.86
-1.06,-0.44,9.92
-1.08,-0.45,9.89
-1.17,-0.42,9.97
-1.19,-0.45,9.87
-1.25,-0.41,9.94
-1.2,-0.44,9.94
-1.22,-0.39,9.92
-1.22,-0.38,9.96
-1.19,-0.37,9.98
-1.2,-0.36,9.91
-1.14,-0.4,9.91
-1.22,-0.43,10.02
-1.23,-0.4,9.99
-1.17,-0.36,9.99
-1.1,-0.36,9.85
-1.08,-0.36,9.91
-1.1,-0.43,10.0
-1.14,-0.41,9.79
-1.22,-0.44,9.8
-1.26,-0.34,10.11
-1.2,-0.32,9.91
-1.13,-0.39,9.92
-1.1,-0.41,9.91
-1.08,-0.47,10.05
-1.1,-0.44,10.02
-1.13,-0.41,9.9
-1.19,-0.4,9.89
-1.28,-0.41,9.84
-1.26,-0.42,9.95
-1.2,-0.38,9.85
-1.24,-0.42,9.88
-1.13,-0.37,9.9
-1.26,-0.39,9.91
-1.22,-0.36,9.9
-1.21,-0.43,9.96
-1.23,-0.43,9.92
-1.14,-0.45,9.87
-1.15,-0.39,9.9
-1.12,-0.35,9.9
-1.14,-0.41,9.91
-1.17,-0.42,9.9
-1.21,-0.41,9.9
-1.25,-0.41,9.92
-1.21,-0.4,9.93
-1.17,-0.42,9.97
-1.2,-0.43,9.88
-1.12,-0.48,9.89
-1.13,-0.4,9.85
-1.13,-0.44,9.86
-1.22,-0.39,9.85
-1.3,-0.45,9.88
-1.3,-0.46,9.91
-1.29,-0.41,9.82
-1.25,-0.38,9.86
-1.2,-0.43,9.92
-1.16,-0.43,9.92
-1.13,-0.42,9.99
-1.09,-0.38,9.96
-1.09,-0.42,9.9
-1.13,-0.41,9.9
-1.24,-0.41,9.9
-1.18,-0.41,9.87
-1.24,-0.39,9.83
-1.22,-0.38,9.9
-1.2,-0.4,10.0
-1.18,-0.4,9.94
-1.14,-0.44,9.9
-1.14,-0.4,10.04
-1.14,-0.42,9.9
-1.21,-0.41,9.92
-1.26,-0.36,9.66
-1.29,-0.48,9.92
-1.17,-0.4,10.09
-1.17,-0.36,9.76
-1.19,-0.49,9.75
-1.19,-0.41,9.9
-1.19,-0.44,9.85
-1.17,-0.43,9.86
-1.13,-0.39,9.9
-1.11,-0.36,9.9
-1.13,-0.44,9.9
-1.13,-0.45,9.9
-1.14,-0.44,9.88
-1.24,-0.46,9.9
-1.25,-0.44,9.95
-1.18,-0.37,9.93
-1.16,-0.43,9.92
-1.18,-0.39,9.86
-1.17,-0.37,9.88
-1.16,-0.36,9.87
-1.22,-0.37,9.96
-1.23,-0.44,9.92
-1.22,-0.42,9.95
-1.18,-0.45,9.98
-1.14,-0.35,9.93
-1.13,-0.35,9.9
-1.05,-0.35,9.84
-1.13,-0.45,9.97
-1.15,-0.47,9.88
-1.18,-0.41,9.85
-1.17,-0.35,10.03
-1.24,-0.36,10.02
-1.1,-0.36,9.95
-1.15,-0.4,9.91
-1.11,-0.46,10.0
-1.13,-0.47,9.87
-1.11,-0.46,9.9
-1.15,-0.44,9.89
-1.22,-0.41,9.91
-1.2,-0.42,9.98
-1.23,-0.34,9.87
-1.22,-0.4,9.88
-1.12,-0.39,9.9
-1.14,-0.39,9.91
-1.16,-0.41,10.0
-1.15,-0.39,9.93
-1.15,-0.41,9.92
-1.25,-0.43,9.89
-1.18,-0.46,9.85
-1.15,-0.44,9.94
-1.15,-0.41,9.89
-1.11,-0.36,9.94
-1.09,-0.34,9.9
-1.12,-0.36,9.91
-1.12,-0.39,9.86
-1.13,-0.41,9.9
-1.19,-0.46,9.84
-1.23,-0.47,9.81
-1.26,-0.41,9.91
-1.2,-0.42,9.97
-1.13,-0.4,9.97
-1.12,-0.42,9.95
-1.03,-0.41,9.92
-1.06,-0.43,9.87
-1.11,-0.43,9.87
-1.2,-0.41,9.94
-1.19,-0.43,9.95
-1.15,-0.41,9.91
-1.14,-0.35,9.92
-1.16,-0.4,9.9
-1.11,-0.45,9.97
-1.07,-0.34,9.88
-1.11,-0.37,9.89
-1.1,-0.37,9.87
-1.18,-0.37,9.81
-1.23,-0.4,9.96
-1.2,-0.42,9.95
-1.16,-0.44,9.9
-1.14,-0.47,9.9
-1.09,-0.39,9.86
-1.1,-0.36,9.92
-1.08,-0.39,9.98
-1.15,-0.43,9.83
-1.13,-0.41,9.75
-1.2,-0.45,10.18
-1.15,-0.34,10.05
-1.15,-0.39,9.78
-1.15,-0.42,9.77
-1.2,-0.38,9.91
-1.12,-0.48,10.02
-1.09,-0.38,9.95
-1.02,-0.34,9.95
-1.03,-0.39,9.86
-1.09,-0.42,9.95
-1.03,-0.43,9.86
-1.07,-0.43,9.93
-1.15,-0.44,9.93
-1.16,-0.37,9.9
-1.14,-0.35,9.93
-1.12,-0.37,9.9
-1.14,-0.4,9.92
-1.09,-0.41,9.99
-1.09,-0.41,9.89
-1.17,-0.36,9.85
-1.23,-0.42,9.96
-1.21,-0.43,9.95
-1.15,-0.42,9.93
-1.05,-0.38,9.98
-1.0,-0.38,9.83
-0.94,-0.38,9.94
-0.98,-0.41,9.95
-1.12,-0.41,9.78
-1.23,-0.47,9.89
-1.25,-0.39,10.04
-1.17,-0.37,9.8
-1.06,-0.41,9.9
-1.01,-0.36,9.89
-1.02,-0.4,9.91
-1.04,-0.43,9.98
-1.13,-0.4,9.92
-1.14,-0.44,9.88
-1.16,-0.44,9.9
-1.12,-0.37,9.88
-1.21,-0.42,9.9
-1.21,-0.43,9.84
-1.15,-0.43,9.95
-1.18,-0.41,9.95
-1.15,-0.39,9.95
-1.1,-0.45,9.89
-1.07,-0.41,9.9
-1.08,-0.38,9.9
-1.04,-0.42,9.92
-1.05,-0.43,9.98
-1.08,-0.43,9.95
-1.08,-0.42,9.95
-1.15,-0.4,9.95
-1.1,-0.38,9.95
-1.06,-0.39,9.92
-1.08,-0.36,9.82
-1.05,-0.45,9.94
-1.09,-0.47,9.96
-1.06,-0.43,9.94
-1.11,-0.43,9.92
-1.14,-0.39,9.91
-1.1,-0.33,9.91
-1.05,-0.41,9.86
-1.05,-0.46,9.94
-1.06,-0.49,9.9
-1.11,-0.47,9.9
-1.1,-0.39,9.85
-1.06,-0.43,9.9
-1.07,-0.34,9.94
-1.06,-0.35,9.91
-1.07,-0.41,9.93
-1.11,-0.43,9.9
-1.17,-0.45,9.9
-1.13,-0.46,9.87
-1.1,-0.41,9.9
-1.07,-0.41,10.01
-1.07,-0.4,9.96
-1.08,-0.39,9.92
-1.11,-0.43,9.97
-1.09,-0.44,9.9
-1.08,-0.43,9.9
-1.11,-0.41,9.88
-1.15,-0.37,9.95
-1.17,-0.39,9.93
-1.14,-0.41,9.75
-1.18,-0.42,9.89
-1.02,-0.43,10.2
-0.92,-0.29,9.84
-1.0,-0.39,9.79
-1.16,-0.42,9.86
-1.3,-0.46,10.02
-1.27,-0.49,9.98
-1.13,-0.46,9.96
-1.01,-0.42,9.93
-0.9700001,-0.39,9.95
-0.92,-0.38,9.9
-0.9599999,-0.39,9.89
-1.05,-0.39,9.91
-1.11,-0.48,9.82
-1.13,-0.48,9.9
-1.18,-0.4,9.82
-1.2,-0.42,9.92
-1.2,-0.41,9.99
-1.15,-0.36,9.97
-1.15,-0.42,10.0
-1.13,-0.37,9.93
-1.16,-0.37,9.91
-1.04,-0.41,9.93
-1.03,-0.38,9.97
-1.05,-0.41,9.94
-1.08,-0.41,9.83
-1.07,-0.41,9.94
-1.09,-0.39,9.82
-1.11,-0.36,9.78
-1.23,-0.4,10.03
-1.22,-0.38,9.95
-1.14,-0.39,9.88
-1.02,-0.42,9.93
-0.95,-0.46,10.01
-0.95,-0.47,9.96
-1.06,-0.39,9.92
-1.1,-0.38,9.95
-1.14,-0.43,9.87
-1.19,-0.39,9.96
-1.14,-0.39,9.9
-1.15,-0.43,9.93
-1.18,-0.44,9.94
-1.1,-0.41,9.94
-1.13,-0.34,9.86
-1.13,-0.37,9.9
-1.15,-0.4,9.93
-1.16,-0.42,9.86
-1.12,-0.37,9.94
-1.1,-0.38,9.9
-1.08,-0.34,9.96
-1.08,-0.34,9.93
-1.15,-0.38,9.9
-1.1,-0.42,9.95
-1.09,-0.4,9.91
-1.13,-0.41,9.86
-1.18,-0.37,9.91
-1.14,-0.4,9.97
-1.13,-0.37,9.89
-1.12,-0.38,9.9
-1.13,-0.34,9.9
-1.21,-0.38,9.94
-1.15,-0.4,9.87
-1.18,-0.37,9.95
-1.12,-0.41,9.94
-1.12,-0.43,9.9
-1.11,-0.43,9.92
-1.12,-0.4,9.9
-1.12,-0.37,9.91
-1.14,-0.37,9.96
-1.13,-0.4,9.9
-1.16,-0.39,9.91
-1.11,-0.4,9.94
-1.09,-0.39,9.9
-1.07,-0.41,9.88
-1.16,-0.37,9.96
-1.13,-0.35,9.9
-1.17,-0.34,9.86
-1.19,-0.36,9.84
-1.15,-0.37,9.99
-1.11,-0.38,10.02
-1.16,-0.34,9.69
-1.19,-0.45,9.93
-1.11,-0.37,10.09
-1.14,-0.31,9.8
-1.16,-0.38,9.76
-1.22,-0.45,9.98
-1.25,-0.4,9.9
-1.19,-0.4,9.9
-1.08,-0.36,9.9
-1.05,-0.38,9.94
-1.07,-0.36,9.9
-1.09,-0.42,9.91
-1.08,-0.42,9.86
-1.17,-0.39,9.86
-1.27,-0.44,9.88
-1.33,-0.4,10.01
-1.24,-0.41,9.93
-1.16,-0.39,9.91
-1.12,-0.34,9.89
-1.14,-0.37,9.87
-1.2,-0.36,9.91
-1.16,-0.38,9.88
-1.19,-0.42,9.9
-1.16,-0.37,9.9
-1.13,-0.41,9.95
-1.13,-0.41,9.87
-1.07,-0.34,9.91
-1.07,-0.33,10.02
-1.08,-0.37,9.79
-1.2,-0.33,9.83
